Dad,Tom,Will,AFC Wildcard 1,AFC Wildcard 2,AFC Divisional 1,AFC Divisional 2,AFC Championship,NFC Wildcard 1,NFC Wildcard 2,NFC Divisional 1,NFC Divisional 2,NFC Championship,Super Bowl,p
2,1,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Rams,4.5524544000000004e-4
2,1,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Rams,Rams,Rams,3.0349696000000006e-4
3,3,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,0.0014924470579200004
3,3,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,9.949647052800003e-4
3,2,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,0.0011726369740800002
3,2,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,7.817579827200002e-4
2,4,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,7.495548840000001e-4
2,4,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,4.997032560000001e-4
2,2,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,7.328981088000001e-4
2,2,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Rams,Rams,Rams,5.191361604000002e-4
4,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,0.00109242819504
4,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,7.282854633600002e-4
4,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,8.583364389600001e-4
4,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,5.722242926400001e-4
4,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,6.936052032000001e-4
4,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,4.913036856000002e-4
4,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,4.6446777e-4
4,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Saints,Rams,Rams,Rams,3.0964518000000003e-4
2,4,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Rams,4.708742220000001e-4
2,4,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Saints,Rams,Rams,Rams,3.139161480000001e-4
2,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Rams,5.426264844000001e-4
2,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Rams,3.9463744320000007e-4
3,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Saints,Rams,Rams,Rams,7.015776768000002e-4
3,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Saints,Rams,Rams,Rams,5.102383104000002e-4
3,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Rams,3.4167744000000006e-4
3,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Saints,Rams,Rams,Rams,2.2778496000000007e-4
2,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,0.0012713437900800004
2,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,8.475625267200002e-4
2,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,9.989129779200002e-4
2,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,6.659419852800001e-4
1,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,6.385097160000001e-4
1,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.256731440000001e-4
1,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,6.243206112e-4
1,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.4222709960000013e-4
3,3,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,9.305869809600001e-4
3,3,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,6.203913206400001e-4
3,2,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,7.311754850400001e-4
3,2,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.874503233600001e-4
3,2,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,5.908488768000001e-4
3,2,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.185179544000001e-4
3,1,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,3.9565773e-4
3,1,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Saints,Rams,Rams,Rams,2.6377182e-4
1,5,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.011150780000001e-4
1,5,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Saints,Rams,Rams,Rams,2.674100520000001e-4
1,2,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.6223737560000005e-4
1,2,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Rams,3.361726368000001e-4
2,2,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Saints,Rams,Rams,Rams,5.976402432000002e-4
2,2,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Saints,Rams,Rams,Rams,4.346474496000001e-4
2,1,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Rams,2.9105856000000006e-4
2,1,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Saints,Rams,Rams,Rams,1.9403904000000005e-4
3,3,5,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,0.0011970975744
3,3,5,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,7.980650496000001e-4
3,2,6,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,9.405766656e-4
3,2,6,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,6.270511104e-4
2,4,5,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,6.012208799999999e-4
2,4,5,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,4.0081392000000004e-4
2,2,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,5.87860416e-4
2,2,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Cowboys,Rams,Rams,Rams,4.1640112800000003e-4
4,2,5,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,8.762408928e-4
4,2,5,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,5.841605952000001e-4
4,1,6,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,6.884749871999999e-4
4,1,6,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,4.589833248e-4
4,1,6,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,5.56343424e-4
4,1,6,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,3.94076592e-4
4,0,7,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,3.725513999999999e-4
4,0,7,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Cowboys,Rams,Rams,Rams,2.483676e-4
2,4,5,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Rams,3.7769004000000003e-4
2,4,5,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Cowboys,Rams,Rams,Rams,2.5179336e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Rams,4.35242808e-4
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Rams,3.16540224e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Cowboys,Rams,Rams,Rams,5.627381760000001e-4
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Cowboys,Rams,Rams,Rams,4.0926412800000003e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Rams,2.740608e-4
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Cowboys,Rams,Rams,Rams,1.827072e-4
1,5,5,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,0.0011305921536000003
1,5,5,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,7.537281024000002e-4
1,4,6,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,8.883224064000001e-4
1,4,6,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.922149376000001e-4
0,6,5,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.678197200000001e-4
0,6,5,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.7854648000000004e-4
0,4,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.55201504e-4
0,4,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.932677320000001e-4
2,4,5,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,8.275608432e-4
2,4,5,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.517072288000001e-4
2,3,6,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,6.502263768e-4
2,3,6,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,4.334842512e-4
2,3,6,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.25435456e-4
2,3,6,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.7218344800000005e-4
2,2,7,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.518541e-4
2,2,7,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Seahawks,Rams,Rams,Rams,2.345694e-4
0,6,5,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.5670726000000004e-4
0,6,5,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Seahawks,Rams,Rams,Rams,2.3780484000000005e-4
0,3,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Rams,4.1106265200000007e-4
0,3,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Rams,2.98954656e-4
1,3,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Seahawks,Rams,Rams,Rams,5.314749440000001e-4
1,3,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Seahawks,Rams,Rams,Rams,3.865272320000001e-4
1,2,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Rams,2.588352e-4
1,2,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Seahawks,Rams,Rams,Rams,1.7255680000000003e-4
2,3,4,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,8.831047680000002e-4
2,3,4,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,5.887365120000002e-4
2,2,5,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,6.93868032e-4
2,2,5,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.6257868800000007e-4
1,4,4,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.435236e-4
1,4,4,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.9568240000000005e-4
1,2,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.3366752000000003e-4
1,2,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Eagles,Rams,Rams,Rams,3.071811600000001e-4
3,2,4,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,6.46407216e-4
3,2,4,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.309381440000001e-4
3,1,5,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,5.07891384e-4
3,1,5,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,3.38594256e-4
3,1,5,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.1041728e-4
3,1,5,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.9071224000000006e-4
3,0,6,Ravens,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.74833e-4
3,0,6,Chargers,Colts,Colts,Pats,Pats,Cowboys,Eagles,Eagles,Rams,Rams,Rams,1.83222e-4
1,4,4,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.7862380000000003e-4
1,4,4,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Eagles,Eagles,Rams,Rams,Rams,1.8574920000000004e-4
1,1,7,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Eagles,Eagles,Rams,Rams,Rams,3.2108076e-4
1,1,7,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.3351328000000002e-4
2,1,6,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Eagles,Eagles,Rams,Rams,Rams,4.1513472000000005e-4
2,1,6,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Eagles,Eagles,Rams,Rams,Rams,3.0191616000000007e-4
2,0,7,Ravens,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Rams,Rams,2.02176e-4
2,0,7,Chargers,Colts,Colts,Pats,Colts,Cowboys,Eagles,Eagles,Rams,Rams,Rams,1.3478400000000002e-4
1,4,4,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,7.522744320000002e-4
1,4,4,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,5.015162880000001e-4
1,3,5,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,5.910727680000001e-4
1,3,5,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.9404851200000005e-4
0,5,4,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.778164e-4
0,5,4,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.518776e-4
0,3,6,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.6942048e-4
0,3,6,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.6167284e-4
2,3,4,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,5.50643184e-4
2,3,4,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.6709545600000003e-4
2,2,5,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,4.32648216e-4
2,2,5,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.88432144e-4
2,2,5,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.4961472e-4
2,2,5,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.4764376e-4
2,1,6,Ravens,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.3411699999999997e-4
2,1,6,Chargers,Colts,Colts,Pats,Pats,Seahawks,Eagles,Eagles,Rams,Rams,Rams,1.56078e-4
0,5,4,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.3734620000000003e-4
0,5,4,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Eagles,Eagles,Rams,Rams,Rams,1.5823080000000004e-4
0,2,7,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.7351324000000004e-4
0,2,7,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Eagles,Eagles,Rams,Rams,Rams,1.9891872000000002e-4
1,2,6,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Eagles,Eagles,Rams,Rams,Rams,3.536332800000001e-4
1,2,6,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Eagles,Eagles,Rams,Rams,Rams,2.5718784000000003e-4
1,1,7,Ravens,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Rams,Rams,1.72224e-4
1,1,7,Chargers,Colts,Colts,Pats,Colts,Seahawks,Eagles,Eagles,Rams,Rams,Rams,1.1481600000000002e-4
3,3,5,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.002060577792000001
3,3,5,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0013737185280000006
3,2,6,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0016190254080000004
3,2,6,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0010793502720000004
2,4,5,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0010348884000000002
2,4,5,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,6.899256000000002e-4
2,2,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0010118908800000003
2,2,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Bears,Saints,Bears,Bears,Bears,7.167560400000002e-4
4,2,5,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0015082835040000004
4,2,5,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,0.0010055223360000002
4,1,6,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,0.001185079896
4,1,6,Chargers,Colts,Chiefs,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,7.900532640000001e-4
4,1,6,Ravens,Texans,Ravens,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,9.576403200000002e-4
4,1,6,Chargers,Texans,Chargers,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,6.783285600000002e-4
4,0,7,Ravens,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,6.41277e-4
4,0,7,Chargers,Colts,Colts,Pats,Pats,Cowboys,Bears,Saints,Bears,Bears,Bears,4.2751800000000005e-4
2,4,5,Ravens,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Bears,Bears,6.501222000000001e-4
2,4,5,Chargers,Texans,Chiefs,Texans,Texans,Cowboys,Bears,Saints,Bears,Bears,Bears,4.3341480000000013e-4
2,1,8,Ravens,Colts,Chiefs,Ravens,Ravens,Cowboys,Bears,Saints,Bears,Bears,Bears,7.491884400000001e-4
2,1,8,Chargers,Colts,Chiefs,Chargers,Chargers,Cowboys,Bears,Saints,Bears,Bears,Bears,5.448643200000002e-4
3,1,7,Ravens,Texans,Ravens,Pats,Ravens,Cowboys,Bears,Saints,Bears,Bears,Bears,9.686476800000003e-4
3,1,7,Chargers,Texans,Chargers,Pats,Chargers,Cowboys,Bears,Saints,Bears,Bears,Bears,7.044710400000002e-4
3,0,8,Ravens,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Bears,Bears,4.717440000000001e-4
3,0,8,Chargers,Colts,Colts,Pats,Colts,Cowboys,Bears,Saints,Bears,Bears,Bears,3.144960000000001e-4
2,4,5,Ravens,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,0.0017553070080000004
2,4,5,Chargers,Texans,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,0.0011702046720000003
2,3,6,Ravens,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,0.0013791697920000003
2,3,6,Chargers,Colts,Chiefs,Pats,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,9.194465280000003e-4
1,5,5,Ravens,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,8.815716000000001e-4
1,5,5,Chargers,Texans,Chiefs,Texans,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,5.877144000000002e-4
1,3,7,Ravens,Colts,Chiefs,Ravens,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,8.619811200000001e-4
1,3,7,Chargers,Colts,Chiefs,Chargers,Chiefs,Seahawks,Bears,Saints,Bears,Bears,Bears,6.105699600000002e-4
3,3,5,Ravens,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,0.0012848340960000002
3,3,5,Chargers,Texans,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,8.565560640000002e-4
3,2,6,Ravens,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,0.001009512504
3,2,6,Chargers,Colts,Chiefs,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,6.730083360000001e-4
3,2,6,Ravens,Texans,Ravens,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,8.157676800000001e-4
3,2,6,Chargers,Texans,Chargers,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,5.778354400000002e-4
3,1,7,Ravens,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,5.46273e-4
3,1,7,Chargers,Colts,Colts,Pats,Pats,Seahawks,Bears,Saints,Bears,Bears,Bears,3.6418200000000006e-4
1,5,5,Ravens,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Bears,Bears,5.538078000000002e-4
1,5,5,Chargers,Texans,Chiefs,Texans,Texans,Seahawks,Bears,Saints,Bears,Bears,Bears,3.692052000000001e-4
1,2,8,Ravens,Colts,Chiefs,Ravens,Ravens,Seahawks,Bears,Saints,Bears,Bears,Bears,6.381975600000001e-4
1,2,8,Chargers,Colts,Chiefs,Chargers,Chargers,Seahawks,Bears,Saints,Bears,Bears,Bears,4.641436800000001e-4
2,2,7,Ravens,Texans,Ravens,Pats,Ravens,Seahawks,Bears,Saints,Bears,Bears,Bears,8.251443200000002e-4
2,2,7,Chargers,Texans,Chargers,Pats,Chargers,Seahawks,Bears,Saints,Bears,Bears,Bears,6.001049600000001e-4
2,1,8,Ravens,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Bears,Bears,4.018560000000001e-4
2,1,8,Chargers,Colts,Colts,Pats,Colts,Seahawks,Bears,Saints,Bears,Bears,Bears,2.6790400000000007e-4
6,3,1,Ravens,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,6.377978880000001e-4
6,3,1,Chargers,Texans,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,4.251985920000001e-4
6,2,2,Ravens,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,5.01126912e-4
6,2,2,Chargers,Colts,Chiefs,Pats,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,3.3408460800000007e-4
5,4,1,Ravens,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,3.203226e-4
5,4,1,Chargers,Texans,Chiefs,Texans,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.135484e-4
5,2,3,Ravens,Colts,Chiefs,Ravens,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,3.1320432e-4
5,2,3,Chargers,Colts,Chiefs,Chargers,Chiefs,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,2.2185306000000002e-4
7,2,1,Ravens,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,4.66849656e-4
7,2,1,Chargers,Texans,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,3.11233104e-4
7,1,2,Ravens,Colts,Chiefs,Pats,Pats,Cowboys,Eagles,Saints,Cowboys,Cowboys,Cowboys,3.66810444e-4
